dependency,frequency,norm,samples
( VB dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),2.0,0.00229885057471,"Have the ball in someone's court

See the color of someone's money
"
( NN cop VB ) ( NN amod VBG ),2.0,0.00229885057471,"Be a balancing act

Be a stumbling block
"
( VB dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VB advmod RB ),2.0,0.00229885057471,"Bite someone's head off

Knock someone's socks off
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case TO ),2.0,0.00229885057471,"Get down to business

Go back to basics
"
( VB nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Get to the bottom of something

Go to a lot of trouble
"
( VB xcomp RB ) ( RB nsubj NN ),1.0,0.00114942528736,"Set the record straight
"
( NN neg RB ) ( NN cop VB ) ( NN advmod RB ) ( NN nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Not be exactly a barrel of laughs
"
( VB advmod RB ) ( RB nmod PRP ) ( PRP case IN ),1.0,0.00114942528736,"Get away from it all
"
( VBN nsubj NN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.00114942528736,"Push someone's buttons
"
( IN neg RB ) ( IN cop VB ) ( IN nmod NN ) ( NN case TO ),1.0,0.00114942528736,"Not be up to par
"
( VB advmod RB ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Only have eyes for someone
"
( JJ cop VB ) ( JJ advmod RB ) ( JJ nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Be as tough as boots
"
( VB dobj NN ) ( NN nmod:poss PRP$ ) ( NN amod JJ ),1.0,0.00114942528736,"Catch your second wind
"
( VBN auxpass VB ) ( VBN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Be sacrifice on the altar of something
"
( VBN auxpass VB ) ( VBN compound:prt RP ),1.0,0.00114942528736,"Get carried away
"
( NN cop VB ) ( NN case IN ) ( NN compound NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Be on the receiving end of something
"
( NN cop VB ) ( NN advmod RB ) ( NN case IN ),1.0,0.00114942528736,"Be ahead of the game
"
( VB nmod:tmod NN ) ( NN compound NN ),1.0,0.00114942528736,"Have a field day
"
( VB ccomp VBN ) ( VBN nsubj NN ) ( NN amod VBG ),1.0,0.00114942528736,"Let sleeping dogs lie
"
( VBG aux VB ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.00114942528736,"Be skating on thin ice
"
( CD cop VB ) ( CD advmod RB ) ( CD case IN ) ( CD amod JJ ),1.0,0.00114942528736,"Be back at square one
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( NN nummod CD ),1.0,0.00114942528736,"Look out for number one
"
( NN cop VB ) ( NN compound:prt RP ) ( NN case IN ),1.0,0.00114942528736,"Be up in the air
"
( VB dobj NN ) ( NN dep TO ) ( NN dep VB ),1.0,0.00114942528736,"Lay something to rest
"
( VB xcomp RB ) ( RB nsubj PRP ),1.0,0.00114942528736,"Get it together
"
( NNP dep NN ) ( NN nmod NN ) ( NN advmod RB ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.00114942528736,"Scare someone out of their wits
"
( VB nmod:tmod NN ) ( NN amod JJ ) ( NN compound NN ),1.0,0.00114942528736,"Have a bad hair day
"
( VBN auxpass VB ) ( VBN xcomp JJ ),1.0,0.00114942528736,"Be caught short
"
( VB dobj PRP ) ( VB nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Shoot oneself in the foot
"
( VBN auxpass VB ) ( VBN xcomp VBG ) ( VBG dobj NN ),1.0,0.00114942528736,"Be left holding the bag
"
( NN amod JJ ) ( NN dep NN ) ( NN cc CC ) ( NN conj CD ),1.0,0.00114942528736,"Teach someone a thing or two
"
( VB dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),1.0,0.00114942528736,"Have a taste of one's own medicine
"
( VB compound:prt RP ) ( VB xcomp VB ) ( VB mark TO ),1.0,0.00114942528736,"Be/get up to speed
"
( VB xcomp RB ) ( RB nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.00114942528736,"Play one's cards right
"
( CD nmod NN ) ( NN case IN ),1.0,0.00114942528736,"One of those days
"
( VB dobj JJR ) ( JJR nmod VBG ) ( VBG case IN ),1.0,0.00114942528736,"Get the better of someone/thing
"
( NNP cop VB ) ( NNP nummod CD ),1.0,0.00114942528736,"Be a Catch 22
"
( VBN neg RB ) ( VBN nsubj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.00114942528736,"Don't bank on something
"
( JJ cop VB ) ( JJ advmod RB ) ( JJ nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.00114942528736,"Be too rich for one's blood
"
